host_id,listings,total_reviews,average_price,average_availability
107455767,5,255,43.4,267.0
180212824,5,69,91.4,0.0
182989977,5,6,73.4,310.0
21228368,5,150,84.0,194.0
1692538,5,203,139.0,315.4
24260658,5,263,96.0,41.0
19866189,5,180,116.6,361.0
92493393,5,246,98.8,293.6
105878573,5,203,45.6,39.8
105626720,5,0,210.0,337.4
105367031,5,14,190.0,344.0
23982388,5,16,101.0,276.8
95892016,5,23,188.2,257.0
23120620,5,30,64.2,145.0
22959695,5,1157,51.8,0.0
22420999,5,35,50.0,348.8
268796947,5,0,144.4,355.6
187822288,5,243,53.8,186.4
268122129,5,0,53.4,336.8
97513787,5,81,68.2,255.2
103488282,5,451,83.2,109.8
43298076,4,154,50.75,78.75
11189753,4,99,210.0,260.5
222659001,4,143,59.25,201.75
44924546,4,838,72.25,2.25
44620317,4,114,44.25,335.0
44350279,4,308,119.75,192.0
1360198,4,30,262.5,302.5
44123062,4,195,43.75,10.75
44037475,4,68,42.25,90.75
149296850,4,9,78.25,211.75
148237535,4,8,137.5,364.0
148102066,4,179,58.75,220.25
147210078,4,133,47.5,3.25
146776990,4,9,34.0,222.75
11757212,4,396,58.5,269.0
222285897,4,163,98.25,44.0
160356,4,162,134.0,154.5
11297009,4,224,88.75,337.25
42561290,4,107,36.25,198.5
43392243,4,120,33.75,234.75
220762164,4,16,211.75,293.25
220149091,4,62,69.5,345.75
242631139,4,19,100.0,359.75
6787883,4,76,76.5,148.75
244746656,4,0,446.25,3.25
244182582,4,0,77.25,336.25
6556741,4,10,67.0,25.5
11844979,4,20,1450.0,203.5
40532977,4,96,34.5,12.75
42093468,4,99,41.75,248.0
41616878,4,78,49.75,339.0
1407676,4,264,172.75,235.75
12834599,4,6,49.75,134.5
219727469,4,77,71.25,85.0
2196224,4,1,115.0,173.0
12750945,4,138,111.25,258.25
40828217,4,347,70.75,122.75
40711894,4,74,50.75,6.75
151300770,4,23,150.0,278.0
12374283,4,155,168.5,23.5
221355351,4,210,88.25,67.75
1418015,4,300,89.25,192.0
127345864,4,158,73.75,30.5
1146958,4,371,151.0,255.5
60346942,4,685,63.0,141.75
5853457,4,63,79.25,327.5
6486116,4,335,100.75,188.5
246272839,4,30,87.75,152.5
246194760,4,43,42.5,156.5
245710234,4,80,49.25,266.5
13318184,4,3,62.5,0.0
218336964,4,47,40.0,7.5
37412692,4,0,147.25,356.25
37401126,4,116,50.0,333.5
13750728,4,218,58.75,259.0
217784241,4,193,120.0,63.75
217652530,4,27,228.75,276.5
217621677,4,81,45.5,139.0
217463199,4,0,67.0,361.75
